FullDate	ADR
201527	78.16587912087914
201528	70.24733644859812
201529	73.99653409090905
201530	66.76644591611475
201531	65.36357758620683
201532	66.19251773049643
201533	83.49771567436215
201534	84.47268398268392
201535	72.6845652173913
201536	83.4511653543307
201537	86.20366421568629
201538	91.45293607800649
201539	126.9258939708939
201540	101.4110795454546
201541	89.90969279661012
201542	89.26574257425757
201543	94.24644567219161
201544	84.64276422764225
201545	80.10729241877259
201546	73.66123893805315
201547	71.29099688473521
201548	71.20313157894732
201549	75.51997732426301
201550	77.24792626728112
201551	70.17713286713287
201552	76.81377450980392
201553	94.30473002159832
201601	95.21253521126758
201602	72.52884422110552
201603	72.73885106382976
201604	76.22860526315786
201605	73.89953608247424
201606	78.31005494505496
201607	83.05294238683123
201608	79.59005449591282
201609	81.36655536028124
201610	79.51510608203684
201611	81.69887067395268
201612	85.4525304878049
201613	107.7094531250002
201614	92.86574132492112
201615	91.91686904761914
201616	102.45118665018542
201617	99.15784753363235
201618	105.37807424593962
201619	104.96025198939006
201620	108.9179654747227
201621	104.93932653061216
201622	117.81954794520544
201623	106.92704225352114
201624	111.18671755725194
201625	112.31556444444452
201626	101.15518267929637
201627	110.22546967895366
201628	114.18253731343289
201629	113.29086053412462
201630	108.65646341463415
201631	110.87743553008598
201632	117.06417475728156
201633	117.90309370988452
201634	125.33748774509802
201635	117.3069972451789
201636	112.69730670103114
201637	116.42294871794877
201638	121.17599585062226
201639	121.92590126291628
201640	114.68440078585446
201641	113.96887527839648
201642	110.31016028495107
201643	108.23790358744391
201644	102.80239527389895
201645	98.367227926078
201646	109.18395683453225
201647	85.382118902439
201648	83.10158478605383
201649	84.83783999999999
201650	88.62242765273308
201651	83.67747222222228
201652	92.77957393483726
201653	107.52953741496592
201701	92.75907473309616
201702	83.17797153024907
201703	85.17406779661023
201704	83.75382653061226
201705	83.62973895582338
201706	89.19876623376625
201707	92.82290681502091
201708	90.20431192660553
201709	92.04525896414357
201710	90.06917482517487
201711	91.99566508313534
201712	95.53501945525292
201713	99.44500705218623
201714	116.58657687991031
201715	127.64236479321332
201716	121.46174791914393
201717	121.31692451071785
201718	124.66143536121689
201719	132.63951467268654
201720	138.9612448132782
201721	135.29018595041325
201722	126.70549120992773
201723	136.9673150105709
201724	125.0436865342164
201725	129.7543525179857
201726	123.6977765843181
201727	122.84483754512719
201728	123.08675054704605
201729	124.98114285714253
201730	131.7945853658539
201731	138.89840845070458
201732	142.90922096317288
201733	144.83992317541652
201734	135.89270833333296
201735	128.58695175438586
