FullDate	ADR
201527	78.16587912087913
201528	70.24733644859813
201529	73.9965340909091
201530	66.76644591611479
201531	65.3635775862069
201532	66.19251773049646
201533	83.49771567436208
201534	84.47268398268398
201535	72.68456521739131
201536	83.45116535433071
201537	86.20366421568627
201538	91.4529360780065
201539	126.92589397089398
201540	101.41107954545454
201541	89.90969279661017
201542	89.26574257425742
201543	94.24644567219153
201544	84.64276422764227
201545	80.10729241877257
201546	73.66123893805309
201547	71.29099688473521
201548	71.20313157894736
201549	75.51997732426304
201550	77.2479262672811
201551	70.17713286713287
201552	76.81377450980392
201553	94.30473002159826
201601	95.2125352112676
201602	72.52884422110553
201603	72.73885106382978
201604	76.22860526315789
201605	73.89953608247423
201606	78.31005494505494
201607	83.05294238683128
201608	79.59005449591281
201609	81.3665553602812
201610	79.51510608203678
201611	81.69887067395264
201612	85.45253048780488
201613	107.709453125
201614	92.86574132492113
201615	91.91686904761904
201616	102.4511866501854
201617	99.15784753363229
201618	105.37807424593967
201619	104.96025198938992
201620	108.91796547472256
201621	104.93932653061223
201622	117.81954794520549
201623	106.92704225352114
201624	111.18671755725191
201625	112.31556444444443
201626	101.15518267929633
201627	110.22546967895362
201628	114.18253731343283
201629	113.29086053412462
201630	108.65646341463415
201631	110.87743553008596
201632	117.06417475728156
201633	117.90309370988446
201634	125.33748774509804
201635	117.30699724517908
201636	112.69730670103093
201637	116.42294871794871
201638	121.17599585062241
201639	121.9259012629162
201640	114.68440078585462
201641	113.96887527839644
201642	110.31016028495102
201643	108.23790358744395
201644	102.80239527389904
201645	98.36722792607802
201646	109.18395683453237
201647	85.38211890243902
201648	83.10158478605388
201649	84.83784
201650	88.62242765273312
201651	83.67747222222222
201652	92.7795739348371
201653	107.529537414966
201701	92.75907473309609
201702	83.17797153024911
201703	85.17406779661017
201704	83.75382653061224
201705	83.6297389558233
201706	89.19876623376624
201707	92.82290681502086
201708	90.2043119266055
201709	92.04525896414343
201710	90.06917482517483
201711	91.99566508313539
201712	95.53501945525292
201713	99.44500705218617
201714	116.58657687991021
201715	127.64236479321315
201716	121.46174791914387
201717	121.31692451071761
201718	124.66143536121672
201719	132.63951467268623
201720	138.961244813278
201721	135.29018595041322
201722	126.70549120992762
201723	136.96731501057081
201724	125.04368653421633
201725	129.7543525179856
201726	123.69777658431795
201727	122.84483754512635
201728	123.08675054704594
201729	124.98114285714286
201730	131.79458536585366
201731	138.8984084507042
201732	142.9092209631728
201733	144.83992317541612
201734	135.89270833333333
201735	128.58695175438598
