IsCanceled,ArrivalDateYear,ArrivalDateMonth,ArrivalDateDayOfMonth,Order
0,2015,7,1,1
1,2015,7,1,2
1,2015,7,1,3
1,2015,7,1,4
1,2015,7,1,5
1,2015,7,1,6
1,2015,7,1,7
1,2015,7,1,8
1,2015,7,1,9
1,2015,7,1,10
1,2015,7,1,11
1,2015,7,1,12
1,2015,7,1,13
1,2015,7,1,14
1,2015,7,1,15
0,2015,7,1,16
0,2015,7,1,17
0,2015,7,1,18
0,2015,7,1,19
0,2015,7,1,20
0,2015,7,1,21
0,2015,7,1,22
0,2015,7,1,23
0,2015,7,1,24
0,2015,7,1,25
0,2015,7,1,26
0,2015,7,1,27
0,2015,7,1,28
0,2015,7,1,29
0,2015,7,1,30
0,2015,7,1,31
0,2015,7,1,32
0,2015,7,1,33
0,2015,7,1,34
0,2015,7,1,35
0,2015,7,1,36
0,2015,7,1,37
0,2015,7,1,38
0,2015,7,1,39
0,2015,7,1,40
0,2015,7,1,41
0,2015,7,1,42
0,2015,7,1,43
0,2015,7,1,44
0,2015,7,1,45
0,2015,7,1,46
0,2015,7,1,47
0,2015,7,1,48
0,2015,7,1,49
0,2015,7,1,50
0,2015,7,1,51
0,2015,7,1,52
0,2015,7,1,53
0,2015,7,1,54
0,2015,7,1,55
0,2015,7,1,56
0,2015,7,1,57
0,2015,7,1,58
0,2015,7,1,59
0,2015,7,1,60
0,2015,7,1,61
0,2015,7,1,62
0,2015,7,1,63
0,2015,7,1,64
0,2015,7,1,65
0,2015,7,1,66
0,2015,7,1,67
0,2015,7,1,68
0,2015,7,1,69
0,2015,7,1,70
0,2015,7,1,71
0,2015,7,1,72
0,2015,7,1,73
0,2015,7,1,74
0,2015,7,1,75
0,2015,7,1,76
0,2015,7,1,77
0,2015,7,1,78
0,2015,7,1,79
1,2015,7,2,80
1,2015,7,2,81
0,2015,7,2,82
1,2015,7,2,83
1,2015,7,2,84
1,2015,7,2,85
1,2015,7,2,86
1,2015,7,2,87
1,2015,7,2,88
1,2015,7,2,89
1,2015,7,2,90
1,2015,7,2,91
1,2015,7,2,92
1,2015,7,2,93
1,2015,7,2,94
1,2015,7,2,95
1,2015,7,2,96
1,2015,7,2,97
1,2015,7,2,98
1,2015,7,2,99
1,2015,7,2,100
1,2015,7,2,101
1,2015,7,2,102
1,2015,7,2,103
1,2015,7,2,104
1,2015,7,2,105
1,2015,7,2,106
1,2015,7,2,107
1,2015,7,2,108
1,2015,7,2,109
1,2015,7,2,110
1,2015,7,2,111
1,2015,7,2,112
1,2015,7,2,113
1,2015,7,2,114
1,2015,7,2,115
1,2015,7,2,116
1,2015,7,2,117
1,2015,7,2,118
1,2015,7,2,119
1,2015,7,2,120
1,2015,7,2,121
1,2015,7,2,122
1,2015,7,2,123
1,2015,7,2,124
1,2015,7,2,125
1,2015,7,2,126
1,2015,7,2,127
1,2015,7,2,128
0,2015,7,3,129
0,2015,7,3,130
0,2015,7,3,131
0,2015,7,3,132
1,2015,7,3,133
0,2015,7,3,134
1,2015,7,3,135
0,2015,7,3,136
0,2015,7,3,137
1,2015,7,3,138
1,2015,7,3,139
1,2015,7,3,140
0,2015,7,3,141
0,2015,7,3,142
1,2015,7,3,143
0,2015,7,3,144
1,2015,7,4,145
1,2015,7,4,146
1,2015,7,4,147
0,2015,7,4,148
1,2015,7,4,149
1,2015,7,4,150
1,2015,7,4,151
1,2015,7,4,152
1,2015,7,4,153
1,2015,7,4,154
1,2015,7,4,155
1,2015,7,4,156
1,2015,7,4,157
1,2015,7,4,158
1,2015,7,4,159
1,2015,7,4,160
1,2015,7,4,161
1,2015,7,4,162
1,2015,7,4,163
1,2015,7,4,164
1,2015,7,4,165
1,2015,7,4,166
1,2015,7,4,167
1,2015,7,4,168
1,2015,7,4,169
1,2015,7,4,170
1,2015,7,4,171
1,2015,7,4,172
1,2015,7,4,173
1,2015,7,4,174
0,2015,7,4,175
0,2015,7,4,176
0,2015,7,4,177
0,2015,7,4,178
0,2015,7,4,179
0,2015,7,4,180
0,2015,7,4,181
0,2015,7,4,182
1,2015,7,5,183
1,2015,7,5,184
1,2015,7,5,185
1,2015,7,5,186
1,2015,7,5,187
1,2015,7,5,188
1,2015,7,5,189
1,2015,7,5,190
1,2015,7,6,191
1,2015,7,6,192
1,2015,7,6,193
1,2015,7,6,194
1,2015,7,6,195
1,2015,7,6,196
1,2015,7,6,197
1,2015,7,6,198
1,2015,7,6,199
1,2015,7,6,200
1,2015,7,6,201
1,2015,7,6,202
1,2015,7,6,203
1,2015,7,6,204
1,2015,7,6,205
1,2015,7,6,206
1,2015,7,6,207
1,2015,7,6,208
1,2015,7,6,209
1,2015,7,6,210
1,2015,7,6,211
1,2015,7,6,212
1,2015,7,6,213
1,2015,7,6,214
1,2015,7,6,215
1,2015,7,6,216
1,2015,7,6,217
1,2015,7,6,218
1,2015,7,6,219
0,2015,7,6,220
1,2015,7,7,221
1,2015,7,7,222
1,2015,7,7,223
0,2015,7,7,224
1,2015,7,7,225
1,2015,7,7,226
1,2015,7,7,227
1,2015,7,7,228
1,2015,7,7,229
1,2015,7,7,230
1,2015,7,7,231
1,2015,7,7,232
0,2015,7,7,233
1,2015,7,7,234
1,2015,7,7,235
1,2015,7,7,236
1,2015,7,7,237
1,2015,7,7,238
1,2015,7,7,239
0,2015,7,8,240
1,2015,7,8,241
0,2015,7,8,242
1,2015,7,8,243
0,2015,7,8,244
1,2015,7,8,245
1,2015,7,8,246
1,2015,7,8,247
1,2015,7,8,248
1,2015,7,8,249
1,2015,7,8,250
1,2015,7,8,251
1,2015,7,8,252
1,2015,7,8,253
1,2015,7,8,254
1,2015,7,8,255
1,2015,7,8,256
1,2015,7,8,257
1,2015,7,8,258
0,2015,7,8,259
0,2015,7,8,260
0,2015,7,8,261
0,2015,7,8,262
0,2015,7,8,263
0,2015,7,8,264
0,2015,7,8,265
0,2015,7,8,266
0,2015,7,8,267
0,2015,7,8,268
0,2015,7,8,269
0,2015,7,8,270
0,2015,7,8,271
0,2015,7,8,272
0,2015,7,8,273
0,2015,7,8,274
0,2015,7,8,275
0,2015,7,8,276
0,2015,7,8,277
0,2015,7,8,278
0,2015,7,8,279
1,2015,7,9,280
1,2015,7,9,281
0,2015,7,9,282
1,2015,7,9,283
1,2015,7,9,284
1,2015,7,9,285
1,2015,7,9,286
1,2015,7,9,287
1,2015,7,9,288
1,2015,7,9,289
1,2015,7,9,290
1,2015,7,9,291
1,2015,7,9,292
1,2015,7,9,293
1,2015,7,9,294
1,2015,7,9,295
1,2015,7,9,296
1,2015,7,9,297
1,2015,7,9,298
1,2015,7,9,299
1,2015,7,9,300
1,2015,7,9,301
1,2015,7,9,302
1,2015,7,9,303
1,2015,7,9,304
1,2015,7,9,305
1,2015,7,9,306
1,2015,7,9,307
1,2015,7,9,308
1,2015,7,9,309
1,2015,7,9,310
1,2015,7,9,311
1,2015,7,9,312
1,2015,7,9,313
1,2015,7,9,314
1,2015,7,9,315
1,2015,7,9,316
1,2015,7,9,317
1,2015,7,9,318
1,2015,7,9,319
1,2015,7,9,320
1,2015,7,9,321
1,2015,7,9,322
1,2015,7,9,323
1,2015,7,9,324
1,2015,7,9,325
1,2015,7,10,326
1,2015,7,10,327
1,2015,7,10,328
1,2015,7,10,329
0,2015,7,10,330
1,2015,7,10,331
1,2015,7,10,332
1,2015,7,10,333
0,2015,7,10,334
0,2015,7,11,335
0,2015,7,11,336
0,2015,7,11,337
0,2015,7,11,338
1,2015,7,11,339
0,2015,7,11,340
0,2015,7,11,341
1,2015,7,11,342
1,2015,7,11,343
0,2015,7,11,344
1,2015,7,11,345
0,2015,7,11,346
0,2015,7,11,347
0,2015,7,11,348
0,2015,7,11,349
0,2015,7,11,350
1,2015,7,11,351
1,2015,7,11,352
0,2015,7,11,353
1,2015,7,11,354
0,2015,7,11,355
0,2015,7,11,356
1,2015,7,11,357
1,2015,7,11,358
0,2015,7,11,359
1,2015,7,11,360
0,2015,7,11,361
0,2015,7,11,362
0,2015,7,11,363
0,2015,7,11,364
0,2015,7,11,365
0,2015,7,11,366
0,2015,7,11,367
1,2015,7,11,368
1,2015,7,11,369
0,2015,7,11,370
1,2015,7,11,371
0,2015,7,11,372
0,2015,7,11,373
1,2015,7,11,374
1,2015,7,11,375
1,2015,7,11,376
1,2015,7,11,377
1,2015,7,11,378
1,2015,7,11,379
1,2015,7,11,380
1,2015,7,11,381
1,2015,7,11,382
1,2015,7,11,383
1,2015,7,11,384
1,2015,7,11,385
1,2015,7,11,386
1,2015,7,11,387
1,2015,7,11,388
1,2015,7,11,389
1,2015,7,11,390
1,2015,7,11,391
0,2015,7,11,392
0,2015,7,11,393
0,2015,7,11,394
0,2015,7,11,395
0,2015,7,11,396
1,2015,7,12,397
1,2015,7,12,398
1,2015,7,12,399
1,2015,7,12,400
1,2015,7,12,401
1,2015,7,12,402
1,2015,7,12,403
1,2015,7,12,404
1,2015,7,12,405
1,2015,7,12,406
1,2015,7,12,407
1,2015,7,12,408
1,2015,7,12,409
1,2015,7,12,410
1,2015,7,12,411
1,2015,7,12,412
1,2015,7,12,413
1,2015,7,12,414
0,2015,7,13,415
1,2015,7,13,416
1,2015,7,13,417
1,2015,7,13,418
1,2015,7,13,419
1,2015,7,13,420
1,2015,7,13,421
1,2015,7,13,422
1,2015,7,13,423
1,2015,7,13,424
1,2015,7,13,425
1,2015,7,13,426
1,2015,7,13,427
1,2015,7,13,428
1,2015,7,13,429
1,2015,7,13,430
1,2015,7,13,431
1,2015,7,13,432
1,2015,7,13,433
1,2015,7,13,434
1,2015,7,13,435
1,2015,7,13,436
1,2015,7,13,437
1,2015,7,13,438
1,2015,7,13,439
1,2015,7,13,440
1,2015,7,13,441
1,2015,7,13,442
1,2015,7,13,443
1,2015,7,13,444
1,2015,7,13,445
1,2015,7,13,446
1,2015,7,13,447
1,2015,7,14,448
1,2015,7,14,449
1,2015,7,14,450
1,2015,7,14,451
1,2015,7,14,452
1,2015,7,14,453
1,2015,7,15,454
1,2015,7,15,455
1,2015,7,15,456
1,2015,7,15,457
1,2015,7,15,458
0,2015,7,15,459
1,2015,7,15,460
1,2015,7,15,461
1,2015,7,15,462
1,2015,7,15,463
1,2015,7,15,464
1,2015,7,15,465
1,2015,7,15,466
1,2015,7,15,467
1,2015,7,15,468
1,2015,7,15,469
1,2015,7,15,470
1,2015,7,15,471
1,2015,7,15,472
0,2015,7,15,473
0,2015,7,15,474
0,2015,7,15,475
0,2015,7,15,476
0,2015,7,15,477
0,2015,7,15,478
